,Xe,Ye,labels
121,-73.9819939,40.6834193,0
122,-73.9053253,40.81547,1
123,-73.8879967,40.8166622,1
124,-73.7435918,40.6962166,1
125,-74.162344,40.607948,0
126,-73.9313928,40.8137456,1
127,-73.990759,40.7609926,0
128,-73.8525973,40.7080347,1
129,-73.9129533,40.8142683,1
130,-73.7922882,40.7526127,1
131,-73.9092172,40.8518022,1
132,-73.9940342,40.6678494,0
133,-73.9285998,40.6659692,0
134,-73.9620415,40.6186183,0
135,-73.8779835,40.8395649,1
136,-73.873013,40.7663521,1
137,-73.9769016,40.6036878,0
138,-74.0029374,40.6588768,0
139,-73.8280091,40.6940516,1
140,-73.9624487,40.6631828,0
141,-73.8116913,40.6876692,1
142,-73.9977202,40.715356,0
143,-73.7420127,40.7072992,1
144,-73.9730215,40.5985185,0
145,-73.7888539,40.6825847,1
146,-73.8908669,40.7011029,1
147,-73.9450059,40.7079101,0
148,-73.8983008,40.6367364,0
149,-73.8531341,40.8949212,1
150,-73.9103518,40.8199479,1
151,-73.9991446,40.754584,0
152,-74.0071393,40.7538318,0
153,-74.0241544,40.6257805,0
154,-73.9903644,40.7192038,0
155,-73.8152441,40.7042012,1
156,-74.0833411,40.5755806,0
157,-73.949858,40.64439,0
158,-73.9942669,40.6445352,0
159,-73.9107635,40.6422446,0
160,-73.8823749,40.7289813,1
161,-73.9742167,40.5901115,0
162,-73.8974917,40.8420678,1
163,-73.9100022,40.6483539,0
164,-73.9535429,40.8120522,1
165,-73.9261433,40.8336278,1
166,-73.7611864,40.7134368,1
167,-73.8094845,40.7684769,1
168,-73.824216,40.6692276,1
169,-74.0055932,40.7381374,0
170,-73.9881767,40.7482897,0
171,-73.8285119,40.6892381,1
172,-73.9515055,40.8120074,1
173,-73.840351,40.7249673,1
174,-73.8977031,40.8456416,1
175,-73.9123973,40.6163899,0
176,-73.9985947,40.6425838,0
177,-73.8492907,40.5799915,0
178,-73.9010925,40.812181,1
179,-73.9514952,40.5882789,0
180,-73.8481873,40.6869052,1
181,-73.810322,40.6670811,1
182,-73.9843735,40.6835431,0
183,-73.9486777,40.8156923,1
184,-74.0275073,40.6321559,0
185,-73.8555803,40.7379289,1
186,-73.9856988,40.673975,0
187,-73.9765674,40.6219955,0
188,-73.9990364,40.749638,0
189,-73.8419873,40.695219,1
190,-73.8613162,40.671142,1
191,-73.9141134,40.6963988,0
192,-73.9799897,40.7175391,0
193,-73.8265417,40.7604644,1
194,-73.7932361,40.770469,1
195,-74.0083695,40.6052187,0
196,-74.0096671,40.7127234,0
197,-73.801159,40.7274946,1
198,-73.9834445,40.7220191,0
199,-73.942558,40.5935887,0
200,-73.882203,40.6853613,1
201,-73.9169189,40.8383342,1
202,-73.968775,40.5928687,0
203,-73.9707939,40.603519,0
204,-73.9385688,40.6988491,0
205,-73.7921066,40.6870481,1
206,-73.9533075,40.6585133,0
207,-73.831722,40.6860506,1
208,-73.8857889,40.7474405,1
209,-73.8101829,40.7007703,1
210,-73.8889763,40.7492579,1
211,-73.9167618,40.8165575,1
212,-73.827064,40.7025151,1
213,-73.9390758,40.6728262,0
214,-73.7597173,40.6686828,1
215,-73.9370159,40.6323121,0
216,-73.808896,40.7105999,1
217,-73.9370755,40.6646429,0
218,-73.8550641,40.6849433,1
219,-73.8678194,40.8585032,1
220,-73.8877892,40.8476168,1
221,-73.8350092,40.8381061,1
222,-73.9556973,40.7070418,0
223,-73.9699667,40.6091511,0
224,-73.9010217,40.8476674,1
225,-74.1373916,40.549593,0
226,-73.9472242,40.8308453,1
227,-73.9244048,40.5921838,0
228,-73.7137011,40.7361595,1
229,-73.9281084,40.8309969,1
230,-73.8464626,40.6873915,1
231,-73.8299221,40.8347557,1
232,-73.8776389,40.6811159,1
233,-73.8191619,40.6918944,1
234,-73.9769717,40.6509669,0
235,-73.7535377,40.6045677,1
236,-73.983365,40.7660449,0
237,-74.1666165,40.5507016,0
238,-73.9926041,40.7241363,0
239,-73.7718954,40.7653207,1
240,-73.7746985,40.6804855,1
241,-73.8935477,40.6552018,0
242,-73.8975005,40.7542804,1
243,-73.8045285,40.7214619,1
244,-74.2511652,40.5077835,0
245,-73.8652504,40.7472124,1
246,-73.9004277,40.8291511,1
247,-73.7830252,40.7331298,1
248,-73.8985392,40.9064593,1
249,-73.9602427,40.6572314,0
250,-73.9610281,40.5961601,0
251,-74.0170205,40.6076551,0
252,-73.7930302,40.7577549,1
253,-73.9130382,40.7133332,1
254,-73.7579368,40.6984023,1
255,-73.9804246,40.7598989,0
256,-73.7440177,40.6980181,1
257,-73.7897299,40.683783,1
258,-73.9436244,40.8103186,1
259,-73.7988972,40.6747663,1
260,-73.9648018,40.7599831,0
261,-73.7812662,40.6655171,1
262,-73.987748,40.7440655,0
263,-73.9374202,40.8043758,1
264,-73.8514458,40.6874117,1
265,-73.9564383,40.7431796,0
266,-74.0039544,40.7298565,0
267,-73.9575338,40.7116098,0
268,-74.1332986,40.5649742,0
269,-73.9504063,40.7066527,0
270,-73.9794708,40.7274668,0
271,-73.7139635,40.733882,1
272,-73.8716306,40.7306332,1
273,-73.8769367,40.713863,1
274,-73.9127392,40.8618642,1
275,-73.9480999,40.824563,1
276,-73.8500701,40.6898418,1
277,-73.9254873,40.8417709,1
278,-73.8106009,40.6996017,1
279,-73.9981373,40.7649043,0
280,-74.0006602,40.72084,0
281,-73.8371456,40.7079562,1
282,-73.8508783,40.6912455,1
283,-74.0157476,40.64656,0
284,-73.8201646,40.6877898,1
285,-73.8682432,40.7029703,1
286,-74.1782229,40.5998273,0
287,-73.7613336,40.6904688,1
288,-73.7380766,40.7048063,1
289,-73.977196,40.7643229,0
290,-73.8962127,40.8163185,1
291,-73.9441849,40.6847054,0
292,-73.8807926,40.8571285,1
293,-73.9534778,40.8019159,1
294,-73.9806585,40.7748523,0
295,-73.9890116,40.7187947,0
296,-73.8881227,40.8642556,1
297,-73.9214866,40.8201866,1
298,-73.9579119,40.8212926,1
299,-73.9483556,40.8163756,1
300,-73.9314554,40.6652326,0
301,-73.9046763,40.8726198,1
302,-73.8085366,40.6749968,1
303,-73.734299,40.6653167,1
304,-74.0312674,40.6373563,0
305,-73.9593451,40.7225346,0
306,-74.0227699,40.6434682,0
307,-74.0129631,40.7077715,0
308,-73.8097661,40.6837904,1
309,-73.8174912,40.7278784,1
310,-73.9586895,40.8024695,1
311,-73.92446,40.8234685,1
312,-73.9998413,40.7191932,0
313,-73.9940403,40.7203211,0
314,-73.9216199,40.7530285,1
315,-73.983731,40.7604566,0
316,-73.8749024,40.7252872,1
317,-73.7535377,40.6045677,1
318,-73.8652061,40.7066695,1
319,-73.8515433,40.8071846,1
320,-73.8770276,40.67046,1
321,-73.7956137,40.6886573,1
322,-73.8433267,40.6869371,1
323,-73.8435145,40.6760433,1
324,-73.9834455,40.7470979,0
325,-73.7797007,40.7706086,1
326,-74.0048448,40.7188527,0
327,-73.8847756,40.8742704,1
328,-73.9624155,40.7093526,0
329,-73.8937569,40.7297801,1
330,-73.8065882,40.7066326,1
331,-73.9745025,40.6807335,0
332,-74.1371002,40.6074868,0
333,-73.8840574,40.7345494,1
334,-73.9920525,40.6903454,0
335,-73.7711488,40.7598682,1
336,-73.8448746,40.6802804,1
337,-73.9809793,40.764222,0
338,-73.8772987,40.8287418,1
339,-73.8402102,40.7009367,1
340,-73.9592163,40.8093398,1
341,-73.9656248,40.6271557,0
342,-73.9707584,40.7833397,1
343,-73.9102326,40.7529763,1
344,-74.1588658,40.546255,0
345,-74.0014108,40.7310643,0
346,-73.904099,40.906862,1
347,-73.8124145,40.6728513,1
348,-73.9366568,40.6691002,0
349,-73.9610284,40.718967,0
350,-73.8371988,40.5798131,0
351,-73.978327,40.7831465,1
352,-73.9528011,40.7833091,1
353,-73.9935606,40.7571447,0
354,-73.9969136,40.7627496,0
355,-73.8475793,40.6815795,1
356,-73.877903,40.7455907,1
357,-73.9015367,40.8171576,1
358,-73.9672844,40.6147717,0
359,-73.9339794,40.7628268,1
360,-73.9672844,40.6147717,0
361,-74.0016846,40.715743,0
362,-73.9414991,40.6144102,0
363,-73.9087095,40.8240665,1
364,-73.9189434,40.8644625,1
365,-73.9672897,40.7070018,0
366,-73.8249611,40.6902483,1
367,-73.8096216,40.5853756,1
368,-73.9998484,40.7434239,0
369,-73.9182933,40.6873579,0
370,-73.8968799,40.9010398,1
371,-74.006972,40.7416259,0
372,-74.0163429,40.649656,0
373,-73.9641058,40.5979864,0
374,-74.0228769,40.619465,0
375,-73.8505618,40.6876631,1
376,-73.7808302,40.7576089,1
377,-73.8366662,40.6916132,1
378,-73.9534701,40.7302699,0
379,-73.9465889,40.7849422,1
380,-73.8611867,40.7419843,1
381,-74.0042282,40.6091961,0
382,-73.9917667,40.6108455,0
383,-73.8565704,40.6970634,1
384,-74.0119074,40.6332345,0
385,-73.9201276,40.6611218,0
386,-73.9903644,40.7192038,0
387,-73.8118641,40.6916302,1
388,-73.9167861,40.7711542,1
389,-73.9926328,40.7584292,0
390,-73.9941184,40.735313,0
391,-73.8810573,40.8465946,1
392,-73.8887453,40.8357057,1
393,-73.9416404,40.7082295,0
394,-73.9341933,40.8531997,1
395,-73.9424349,40.7906273,1
396,-73.8490528,40.8668213,1
397,-73.9263299,40.7140452,0
398,-73.9490836,40.7243366,0
399,-73.9319581,40.7519729,1
400,-73.8829986,40.7477341,1
401,-73.8460253,40.7096894,1
402,-73.9144963,40.8055605,1
403,-73.9536697,40.8220183,1
404,-73.8958512,40.7402725,1
405,-73.973995,40.6140296,0
406,-73.9052567,40.7063609,1
407,-73.9610935,40.6940116,0
408,-74.1698275,40.5610915,0
409,-73.9030285,40.6586411,0
410,-73.9360965,40.7497328,1
411,-73.9199722,40.8387151,1
412,-73.9272684,40.8655357,1
413,-73.7388964,40.7708308,1
414,-73.9599419,40.5819581,0
415,-74.1232539,40.6354939,0
416,-73.9236232,40.8442372,1
417,-73.9975038,40.7140687,0
418,-73.8682359,40.8380144,1
419,-73.958983,40.683751,0
420,-73.9240394,40.714008,0
421,-73.7653967,40.7183558,1
422,-73.9520352,40.803897,1
423,-73.9278576,40.8356216,1
424,-73.9821185,40.7697419,0
425,-73.9906233,40.7509908,0
426,-73.8149753,40.6866946,1
427,-73.9130865,40.8450614,1
428,-73.7748639,40.6870157,1
429,-73.9769843,40.7501572,0
430,-73.9250605,40.7650967,1
431,-73.9311566,40.8116183,1
432,-73.9700187,40.6217937,0
433,-73.9250605,40.7650967,1
434,-73.923475,40.8254139,1
435,-73.9696243,40.7602507,0
436,-73.8431812,40.6721508,1
437,-73.8891676,40.8186175,1
438,-74.151122,40.6112625,0
439,-73.8251765,40.7029926,1
440,-73.9046251,40.6411033,0
441,-73.8411361,40.6952837,1
442,-74.0085552,40.7333997,0
443,-73.8764186,40.7481417,1
444,-73.92624,40.6584196,0
445,-73.8264479,40.6773199,1
446,-73.8515685,40.7505168,1
447,-73.949118,40.6130524,0
448,-73.8867166,40.7473426,1
449,-73.8311197,40.7615472,1
450,-73.9830482,40.6774056,0
451,-73.9348672,40.6300903,0
452,-73.9543925,40.8006591,1
453,-73.9480158,40.6362673,0
454,-73.9237498,40.6643768,0
455,-74.0858762,40.5958903,0
456,-73.9242798,40.8071867,1
457,-73.9299991,40.6481811,0
458,-73.7381408,40.6581534,1
459,-73.9976715,40.7655301,0
460,-73.7629686,40.7133746,1
461,-73.9189307,40.6405845,0
462,-73.7302369,40.6510069,1
463,-73.7731225,40.670022,1
464,-73.9649031,40.7047614,0
465,-74.1025283,40.6346633,0
466,-74.0274902,40.6169854,0
467,-73.9038236,40.7746848,1
468,-73.7833817,40.7577537,1
469,-73.8999552,40.8574211,1
470,-73.9787596,40.6837645,0
471,-73.9856891,40.6856595,0
472,-73.7442823,40.7653588,1
473,-73.8988727,40.8655829,1
474,-73.9451224,40.6364471,0
475,-73.7671284,40.6666971,1
476,-74.1403235,40.5646447,0
477,-73.8048788,40.7250499,1
478,-73.9186251,40.8291077,1
479,-73.879277,40.7481228,1
480,-73.8628071,40.7577576,1
481,-73.9220058,40.654629,0
482,-73.9405567,40.72223,0
483,-73.9522587,40.7339885,0
484,-73.881575,40.6390535,0
485,-73.9494609,40.8309615,1
486,-73.9900681,40.7466595,0
487,-74.0096287,40.6216352,0
488,-73.8228717,40.6908407,1
489,-73.9855364,40.7579729,0
490,-74.135748,40.5588504,0
491,-73.8488335,40.6881494,1
492,-73.8340437,40.6905527,1
493,-73.8371654,40.6968646,1
494,-73.7633036,40.7155354,1
495,-73.876252,40.7484379,1
496,-73.9802186,40.6150052,0
497,-73.8384174,40.6728276,1
498,-73.9913755,40.7390869,0
499,-74.1400723,40.599301,0
500,-73.8090456,40.676027,1
501,-73.9327055,40.6552149,0
502,-73.9049325,40.8602881,1
503,-73.9733756,40.6858851,0
504,-73.9010787,40.8627551,1
505,-73.8828892,40.6334362,0
506,-73.9990374,40.6758423,0
507,-73.9229549,40.8439815,1
508,-73.7981052,40.68511,1
509,-73.9174784,40.8068225,1
510,-73.9633618,40.6152042,0
511,-73.9563925,40.6257308,0
512,-73.7913763,40.7683247,1
513,-73.944623,40.6869042,0
514,-74.0283156,40.6352545,0
515,-73.8994346,40.8741579,1
516,-73.9361624,40.7412433,1
517,-73.9122115,40.8507807,1
518,-73.9795146,40.7611476,0
519,-73.9857652,40.7177239,0
520,-73.9450575,40.6891029,0
521,-73.8875661,40.8555543,1
522,-73.931731,40.6179263,0
523,-74.010259,40.6210313,0
524,-73.8984538,40.7090395,1
525,-73.9135004,40.618485,0
526,-73.7741373,40.6939613,1
527,-73.8652504,40.7472124,1
528,-73.9476044,40.8252325,1
529,-74.121624,40.5715006,0
530,-73.8624706,40.7301807,1
531,-73.9448294,40.616045,0
532,-73.9580577,40.7217327,0
533,-73.8371456,40.7079562,1
534,-74.156865,40.5829477,0
535,-73.7374887,40.700213,1
536,-73.9610935,40.6940116,0
537,-73.9809286,40.6889031,0
538,-74.006299,40.7225499,0
539,-73.9859127,40.7193378,0
540,-73.8207717,40.7141241,1
541,-73.9516627,40.8094906,1
542,-73.7661877,40.7263282,1
543,-73.9511673,40.8101738,1
544,-73.9925792,40.5916787,0
545,-73.8504775,40.8394008,1
546,-73.9525305,40.8032165,1
547,-73.8200424,40.6916433,1
548,-74.0861443,40.6334526,0
549,-73.8810573,40.8465946,1
550,-73.8423426,40.6929303,1
551,-73.9872271,40.6938007,0
552,-73.986682,40.6609292,0
553,-74.1593818,40.5408333,0
554,-73.9266187,40.8645253,1
555,-73.9948955,40.6707918,0
556,-73.9453046,40.7395518,0
557,-74.0090886,40.6498215,0
558,-73.9569184,40.8155447,1
559,-73.996839,40.7373607,0
560,-73.9432739,40.7934877,1
561,-74.0247518,40.6243201,0
562,-73.9417575,40.6320154,0
563,-73.9405157,40.824757,1
564,-73.9474653,40.6490386,0
565,-73.9123638,40.8476821,1
566,-73.8484338,40.840216,1
567,-73.7147376,40.7359534,1
568,-74.0099287,40.6521655,0
569,-73.9634255,40.7618573,0
570,-74.0183267,40.6167265,0
571,-73.9615863,40.6962076,0
572,-73.8764794,40.7484162,1
573,-73.9175325,40.8272515,1
574,-73.934392,40.8056394,1
575,-73.8230246,40.7636677,1
576,-73.8708432,40.7515446,1
577,-73.7329976,40.6626567,1
578,-73.976665,40.6829709,0
579,-73.7775262,40.7125802,1
580,-73.8208496,40.7522407,1
581,-73.7599852,40.7144361,1
582,-73.9239891,40.6284066,0
583,-73.9511983,40.7826332,1
584,-73.8313291,40.6931206,1
585,-73.9841185,40.7548409,0
586,-73.9156959,40.6170648,0
587,-74.086969,40.6470277,0
588,-73.7580824,40.7447645,1
589,-73.9278555,40.6375904,0
590,-73.7643735,40.7169676,1
591,-74.0140002,40.64824,0
592,-73.9122665,40.8447177,1
593,-74.0118907,40.7216382,0
594,-73.8769928,40.7616218,1
595,-73.817798,40.7093435,1
596,-73.7814858,40.6886973,1
597,-73.845025,40.6993595,1
598,-73.9895819,40.7398662,0
599,-73.8393004,40.6908648,1
600,-73.9005944,40.7126973,1
601,-74.11487,40.6021368,0
602,-73.8924398,40.8640401,1
603,-73.7623966,40.7594964,1
604,-73.9095653,40.8058367,1
605,-73.90755,40.8628153,1
606,-73.8647387,40.6917127,1
607,-73.8868337,40.8653906,1
608,-73.8638166,40.6876796,1
609,-73.8204198,40.6827535,1
610,-73.8171259,40.7176783,1
611,-73.7532369,40.6801176,1
612,-73.900939,40.7138422,1
613,-73.9473795,40.5887299,0
614,-73.8598452,40.6952339,1
615,-73.9148771,40.818461,1
616,-73.9080899,40.6761899,0
617,-73.9353978,40.725908,0
618,-73.9895745,40.7415488,0
619,-73.8855563,40.8681423,1
620,-73.9574578,40.7008229,0
621,-73.742958,40.7259191,1
622,-73.8262226,40.8343549,1
623,-73.935859,40.6777156,0
624,-73.8496051,40.7329423,1
625,-74.1469613,40.5732661,0
626,-73.9763565,40.7191331,0
627,-73.9490078,40.8233146,1
628,-74.1529578,40.566775,0
629,-73.9564767,40.6567112,0
630,-73.8617067,40.8461393,1
631,-73.7811617,40.7292122,1
632,-73.988192,40.7434507,0
633,-73.8629517,40.7488428,1
634,-73.9552939,40.6792042,0
635,-73.9610281,40.5961601,0
636,-73.8246257,40.8273535,1
637,-73.714769,40.7378996,1
638,-73.9060225,40.7157431,1
639,-74.0887612,40.6072872,0
640,-73.9857387,40.6896312,0
641,-73.8130682,40.7560463,1
642,-73.7767828,40.778409,1
643,-73.9322699,40.6973167,0
644,-73.9890116,40.7187947,0
645,-73.9871351,40.7224697,0
646,-73.9164098,40.82929,1
647,-73.8810573,40.8465946,1
648,-73.8433023,40.7801518,1
649,-73.8048087,40.7243553,1
650,-73.7456406,40.7159588,1
651,-73.7949475,40.7165183,1
652,-73.9275386,40.6772496,0
653,-73.917593,40.868886,1
654,-73.9588835,40.7047676,0
655,-73.9878392,40.6598177,0
656,-73.8807926,40.8571285,1
657,-73.9332342,40.6418947,0
658,-73.9609211,40.6127578,0
659,-73.897728,40.8364798,1
660,-73.9702235,40.5905415,0
661,-73.9028208,40.8507348,1
662,-74.1601631,40.6371447,0
663,-73.9791852,40.6831278,0
664,-74.1330983,40.6342532,0
665,-73.8097836,40.6751087,1
666,-73.944623,40.6869042,0
667,-73.9114377,40.633857,0
668,-73.8484333,40.5802786,0
669,-73.9517381,40.7254356,0
670,-73.9675328,40.6817692,0
671,-73.860674,40.8284182,1
672,-73.9223713,40.8361093,1
673,-73.7345961,40.6721986,1
674,-74.0034456,40.7269581,0
675,-74.0166846,40.7047985,0
676,-73.8606132,40.8194978,1
677,-73.9076654,40.753644,1
678,-74.0019852,40.7557807,0
679,-73.8342056,40.7704501,1
680,-73.8836235,40.8672566,1
681,-73.9098681,40.8623094,1
682,-73.8654013,40.8654692,1
683,-73.9310841,40.6582963,0
684,-73.9263799,40.6655149,0
685,-73.9612123,40.6447237,0
686,-73.8061365,40.7056904,1
687,-74.0027856,40.7336333,0
688,-73.9329218,40.6479962,0
689,-73.9059696,40.6509444,0
690,-73.8333119,40.6991071,1
691,-73.9467957,40.6979035,0
692,-73.9514819,40.7304639,0
693,-73.7667546,40.6674319,1
694,-73.8732511,40.762658,1
695,-73.9434834,40.5934876,0
696,-73.972362,40.7564966,0
697,-73.9939279,40.6470687,0
698,-73.9915987,40.60058,0
699,-73.9950956,40.6459461,0
700,-73.9994015,40.6841453,0
701,-74.0021839,40.7607762,0
702,-73.9490634,40.7884291,1
703,-73.9069229,40.6547385,0
704,-74.0025224,40.7397514,0
705,-73.9176827,40.8402259,1
706,-73.7506406,40.7718284,1
707,-73.9501533,40.6832699,0
708,-73.984791,40.6709886,0
709,-74.0007037,40.7422546,0
710,-73.8159363,40.6677298,1
711,-73.805083,40.7316898,1
712,-73.8518003,40.8426467,1
713,-73.9657843,40.7586329,0
714,-73.9402644,40.6941482,0
715,-73.9803395,40.7304423,0
716,-73.881507,40.8761664,1
717,-73.9618986,40.6923019,0
718,-73.9073312,40.8538153,1
719,-73.9643142,40.7606005,0
720,-73.7382677,40.7011425,1
721,-73.960698,40.6553404,0
722,-74.0037214,40.6273118,0
723,-73.8107589,40.6795239,1
724,-73.8108998,40.7303024,1
725,-74.153645,40.6198696,0
726,-73.8683673,40.6620157,1
727,-73.9307752,40.8205439,1
728,-74.0928366,40.601089,0
729,-74.1025283,40.6346633,0
730,-73.8776152,40.8806582,1
731,-73.8250111,40.7137793,1
732,-73.9834445,40.7220191,0
733,-73.939532,40.6904835,0
734,-73.9360259,40.6878906,0
735,-74.0873909,40.5921892,0
736,-73.8341088,40.6788518,1
737,-74.001425,40.719937,0
738,-73.7687089,40.7566574,1
739,-73.9196986,40.8378751,1
740,-74.1525287,40.5806177,0
741,-73.9505022,40.6698646,0
742,-73.7736537,40.670701,1
743,-73.9821324,40.6912281,0
744,-73.9983062,40.6497395,0
745,-73.9899039,40.7344344,0
746,-73.8943816,40.8660702,1
747,-73.867517,40.6654731,1
748,-73.8693962,40.8416223,1
749,-74.0068074,40.7197776,0
750,-73.9776156,40.6331533,0
751,-73.9689357,40.7583292,0
752,-74.0018831,40.7193963,0
753,-74.0027306,40.6248223,0
754,-73.8935603,40.861925,1
755,-74.1304,40.5827584,0
756,-73.9028208,40.8507348,1
757,-73.8190598,40.6896435,1
758,-73.8551984,40.8422585,1
759,-73.8903603,40.8666127,1
760,-73.9258275,40.6273922,0
761,-73.9455229,40.6401638,0
762,-73.8265168,40.8310013,1
763,-73.9017437,40.8384595,1
764,-73.9110147,40.8159768,1
765,-73.9806192,40.7115337,0
766,-74.0108218,40.6481525,0
767,-73.8859519,40.8588491,1
768,-73.8751395,40.7566326,1
769,-73.9912614,40.701028,0
770,-73.8587678,40.7407984,1
771,-73.820685,40.5988814,1
772,-74.0909169,40.6061629,0
773,-74.0077113,40.6746262,0
774,-73.8409196,40.8389159,1
775,-73.9610689,40.7608574,0
776,-74.0078081,40.7317831,0
777,-73.8055643,40.76956,1
778,-73.8278248,40.7542523,1
779,-74.0955712,40.5944855,0
780,-74.1420291,40.6033718,0
781,-73.8223616,40.8267983,1
782,-73.8451583,40.7289016,1
783,-74.0069744,40.7294941,0
784,-74.0052266,40.6189731,0
785,-73.9361762,40.6514675,0
786,-73.9427202,40.811567,1
787,-74.1216062,40.5735565,0
788,-73.9226784,40.8268488,1
789,-73.8964417,40.8549066,1
790,-73.9845292,40.6960346,0
791,-73.7627219,40.7330348,1
792,-73.8853671,40.7555563,1
793,-73.8953397,40.7259197,1
794,-73.7498299,40.716613,1
795,-73.8777068,40.7128894,1
796,-73.9084865,40.8653467,1
797,-73.9026252,40.6682722,0
798,-73.8753614,40.7460655,1
799,-73.9427541,40.8057427,1
800,-73.9679705,40.5886305,0
801,-73.957332,40.5987306,0
802,-73.8170401,40.6963815,1
803,-73.924128,40.6900051,0
804,-73.9074026,40.8362327,1
805,-73.7609464,40.6818,1
806,-73.9223713,40.8361093,1
807,-73.9762346,40.6259754,0
808,-73.8781619,40.838846,1
809,-73.8989243,40.8863823,1
810,-73.9331802,40.7137996,0
811,-73.886161,40.8169293,1
812,-73.8851276,40.7646768,1
813,-73.8791269,40.6816746,1
814,-73.8421578,40.7009037,1
815,-73.8149753,40.6866946,1
816,-73.8737786,40.7605204,1
817,-73.9151776,40.840633,1
818,-73.8968799,40.9010398,1
819,-73.9945377,40.6383073,0
820,-73.9323244,40.846153,1
821,-73.9402012,40.5916853,0
822,-73.9308839,40.8481201,1
823,-73.9220991,40.6642522,0
824,-73.8819824,40.8283569,1
825,-73.9360169,40.8062963,1
826,-73.7398107,40.6597135,1
827,-73.9523623,40.6496692,0
828,-73.9414719,40.5837974,0
829,-73.8654197,40.8278008,1
830,-73.9284202,40.8602419,1
